country,region,income_group,currency,population,primary_language,year,genai_adoption_rate_pct,enterprise_adoption_pct,consumer_adoption_pct,sme_adoption_pct,government_adoption_pct,llm_usage_pct,image_gen_usage_pct,code_gen_usage_pct,voice_ai_usage_pct,video_gen_usage_pct,gdp_contribution_bn_usd,productivity_gain_pct,job_displacement_pct,job_creation_pct,net_job_impact_pct,genai_startups_count,vc_investment_mn_usd,has_national_ai_strategy,regulation_stringency_score,data_privacy_score,copyright_clarity_score,deepfake_law_exists,ai_liability_framework_exists,mandatory_ai_disclosure_law,govt_genai_budget_mn_usd,ai_literacy_score,university_ai_programs_count,k12_ai_curriculum_exists,genai_workforce_pct,reskilling_programs_count,internet_penetration_pct,cloud_readiness_score,gpu_compute_per_1k_usd,avg_internet_speed_mbps,mobile_ai_penetration_pct,public_trust_score,ai_anxiety_index,misinformation_risk_index,deepfake_incidents_reported,genai_used_in_elections,public_debate_maturity_score,native_lang_llm_support,low_resource_language_country,digital_divide_index,gender_ai_gap_score,rural_urban_ai_gap_score,genai_papers_published,genai_patents_filed,intl_ai_collaboration_score,healthcare_genai_adoption_pct,education_genai_adoption_pct,finance_genai_adoption_pct,media_genai_adoption_pct,legal_genai_adoption_pct,agriculture_genai_adoption_pct,global_genai_index_score
Nigeria,Sub-Saharan Africa,Lower-middle income,NGN,220000000,English,2022,1.21,1.0,1.0,1.0,1.0,1.05,1.0,1.0,1.0,1.0,3.3,0.08,0.23,0.09,-0.14,2,2.96,0,22.2,21.87,28.91,0,0,0,125.5,22.05,5,0,2.53,4,15.45,30.06,1.731,29.9,1.0,41.94,60.22,95.0,53,0,17.85,0,1,80.77,18.15,56.94,59,72,29.49,1.0,1.0,1.0,1.0,1.0,1.0,4.92
Nigeria,Sub-Saharan Africa,Lower-middle income,NGN,220000000,English,2023,2.3,1.29,1.7,1.49,1.0,1.74,1.17,1.0,1.0,1.0,13.47,0.63,0.34,0.26,-0.07,13,4.91,0,34.53,18.39,28.41,0,0,0,83.93,19.11,17,0,7.75,5,16.46,15.13,3.128,133.4,1.43,39.86,62.07,72.99,24,0,26.6,0,1,79.04,7.41,68.93,81,9,0.81,1.0,1.27,1.84,1.42,1.23,1.0,4.38
Nigeria,Sub-Saharan Africa,Lower-middle income,NGN,220000000,English,2024,7.26,5.3,6.66,3.52,2.17,5.57,3.83,2.83,2.08,2.19,45.67,1.14,0.95,0.48,-0.47,25,17.14,1,28.8,26.79,10.06,1,0,0,191.7,36.08,21,1,10.67,10,15.83,5.51,3.014,31.6,5.85,38.5,62.52,83.04,168,0,25.6,1,1,87.4,12.87,75.82,259,27,2.22,3.78,5.1,5.46,5.71,4.46,3.09,5.35
Nigeria,Sub-Saharan Africa,Lower-middle income,NGN,220000000,English,2025,5.07,3.74,3.63,2.12,2.34,4.49,2.75,1.64,2.42,2.37,14.01,0.57,0.28,0.71,0.44,17,5.23,1,22.73,19.64,13.61,1,0,0,100.06,22.53,16,1,7.07,15,15.44,6.94,2.159,154.5,4.39,46.38,53.27,65.52,18,0,35.51,1,1,83.99,0.0,83.3,132,93,14.62,3.62,3.57,3.47,3.63,2.07,1.07,4.54
Egypt,Middle East & North Africa,Lower-middle income,EGP,105000000,Arabic,2022,21.53,16.66,16.67,9.05,10.88,17.84,9.08,9.39,7.82,7.96,32.65,1.39,2.08,1.62,-0.46,52,39.94,0,0.51,13.85,12.74,0,0,0,51.28,14.53,1,0,5.82,2,28.15,16.8,1.042,100.1,13.76,34.43,63.59,95.0,26,0,42.88,0,1,69.05,13.34,54.29,70,20,36.39,12.2,17.62,16.11,16.04,5.65,8.95,5.21
Egypt,Middle East & North Africa,Lower-middle income,EGP,105000000,Arabic,2023,25.46,19.66,22.8,13.5,8.06,23.71,13.27,12.73,7.96,8.42,43.24,4.24,2.05,0.9,-1.15,31,18.66,0,18.97,27.89,2.94,0,0,0,28.4,14.33,2,0,7.68,1,27.51,29.85,0.99,15.9,21.25,31.91,67.15,95.0,44,0,32.65,0,1,67.12,4.27,61.34,68,42,4.95,17.53,21.35,22.77,15.46,7.15,5.91,7.42
Egypt,Middle East & North Africa,Lower-middle income,EGP,105000000,Arabic,2024,23.93,16.51,16.54,12.23,7.26,18.5,14.88,7.19,6.47,4.18,58.53,5.23,1.98,1.92,-0.06,68,39.35,1,19.16,38.03,17.51,0,1,0,31.94,5.9,3,1,15.14,2,26.01,17.19,2.172,53.5,17.21,36.25,60.39,91.04,38,0,5.0,0,1,77.45,8.37,87.69,116,5,21.7,12.11,13.87,15.53,19.04,12.85,6.52,7.98
Egypt,Middle East & North Africa,Lower-middle income,EGP,105000000,Arabic,2025,35.54,28.74,24.56,18.38,16.12,29.97,22.89,19.31,17.63,8.69,98.24,5.92,2.33,2.01,-0.32,152,64.32,1,37.18,17.96,7.39,0,1,0,74.54,18.57,6,0,7.41,2,28.17,17.92,4.636,16.2,24.22,34.48,67.05,95.0,60,0,19.64,0,1,72.2,9.36,65.79,56,18,13.6,21.1,26.85,22.33,23.43,19.25,10.24,9.49
Saudi Arabia,Middle East & North Africa,High income,SAR,35000000,Arabic,2022,59.28,47.78,39.78,32.26,31.39,43.76,26.74,27.14,17.46,26.1,47.53,5.05,6.65,3.91,-2.74,60,148.8,1,41.76,76.66,38.36,0,0,0,22.58,64.58,1,1,20.48,2,43.65,30.49,7.56,187.6,39.23,57.23,35.19,86.47,7,0,59.91,1,1,53.44,28.38,39.17,24,17,41.72,25.15,37.51,46.64,49.32,22.14,10.31,15.56
Saudi Arabia,Middle East & North Africa,High income,SAR,35000000,Arabic,2023,64.61,54.01,43.94,38.96,21.03,56.77,29.42,22.46,19.02,27.56,54.95,9.8,7.43,4.53,-2.9,31,37.26,1,51.03,76.63,43.61,0,0,0,38.28,52.6,5,1,20.02,6,42.58,55.15,6.748,218.3,46.15,54.85,56.14,84.0,11,0,73.65,0,1,51.93,41.2,47.46,29,14,40.42,29.96,40.21,57.34,48.03,23.49,26.05,18.74
Saudi Arabia,Middle East & North Africa,High income,SAR,35000000,Arabic,2024,71.97,49.67,61.93,37.27,17.2,52.1,38.42,43.9,18.06,31.97,57.83,8.29,8.9,4.91,-3.99,75,155.87,1,48.08,74.38,35.73,1,1,0,85.32,75.41,2,1,21.38,0,49.58,35.85,9.569,223.9,44.15,56.52,44.06,68.85,29,0,59.44,0,0,45.56,18.34,46.94,74,26,62.02,29.87,60.58,58.54,54.65,34.96,34.53,19.24
Saudi Arabia,Middle East & North Africa,High income,SAR,35000000,Arabic,2025,94.68,65.6,83.33,60.4,20.48,67.32,59.36,48.07,24.27,24.44,61.03,18.19,8.77,3.87,-4.9,110,480.06,1,73.08,71.31,47.37,1,1,1,93.98,80.08,7,1,18.99,3,46.69,46.26,10.621,244.9,74.16,61.22,37.95,67.84,15,0,55.94,1,0,53.81,31.56,33.26,105,11,56.45,62.18,65.26,67.52,79.6,56.81,22.79,26.98
UAE,Middle East & North Africa,High income,AED,10000000,Arabic,2022,68.19,54.75,48.7,34.11,17.07,50.99,29.21,43.86,21.32,15.26,6.85,8.46,4.65,3.15,-1.5,7,8.05,1,66.16,47.78,34.99,0,0,0,19.07,52.45,2,1,16.62,0,65.03,55.91,2.184,199.7,51.66,69.74,28.03,70.21,1,0,60.46,1,1,33.74,35.55,18.79,6,8,67.69,44.98,38.81,47.48,53.93,40.01,30.36,19.21
UAE,Middle East & North Africa,High income,AED,10000000,Arabic,2023,71.28,45.52,52.49,30.88,35.01,56.18,51.81,44.91,23.33,34.56,12.33,9.46,8.09,4.99,-3.1,14,48.99,1,73.29,82.0,26.28,0,0,0,18.29,58.75,2,0,18.09,0,59.72,67.16,0.996,128.2,59.29,63.56,30.32,64.06,1,0,59.15,1,0,40.93,38.69,14.84,6,8,31.86,54.12,36.36,55.42,41.46,27.44,34.73,20.51
UAE,Middle East & North Africa,High income,AED,10000000,Arabic,2024,82.8,65.51,74.53,53.32,44.31,61.37,51.56,51.99,38.43,18.77,10.48,10.18,4.67,4.86,0.18,23,32.46,1,70.19,69.37,56.61,0,1,0,22.45,49.96,1,1,17.17,0,58.19,63.45,2.57,233.7,69.82,58.37,44.1,69.32,6,1,41.48,1,0,40.52,41.26,40.4,25,12,25.07,51.36,68.88,61.09,64.46,41.2,16.08,20.43
UAE,Middle East & North Africa,High income,AED,10000000,Arabic,2025,77.89,64.73,56.04,32.41,41.92,70.91,54.8,43.06,22.1,35.5,16.94,12.4,7.98,4.68,-3.3,33,78.58,1,72.0,52.68,37.63,1,1,1,21.45,49.93,0,1,11.96,0,62.82,64.12,2.671,187.1,51.84,62.93,43.84,66.5,5,0,74.77,1,0,35.18,26.73,38.04,36,3,63.77,61.41,42.71,53.23,61.19,31.11,13.95,22.0
Israel,Middle East & North Africa,High income,ILS,9000000,Hebrew,2022,82.23,68.16,69.39,39.6,31.33,72.8,49.62,36.46,22.95,32.89,7.55,8.1,8.33,2.25,-6.08,10,33.48,1,66.42,57.66,42.68,0,0,0,16.34,49.78,1,1,18.06,0,68.32,55.69,2.548,200.4,72.62,69.65,27.41,62.37,1,0,58.41,1,0,36.94,32.54,15.52,15,2,60.88,64.48,53.62,60.34,55.83,22.11,16.14,19.89
Israel,Middle East & North Africa,High income,ILS,9000000,Hebrew,2023,94.76,69.26,85.31,58.71,40.58,79.51,53.31,32.5,32.02,43.23,11.92,16.3,12.06,6.37,-5.69,17,55.52,1,54.12,66.04,44.69,0,0,0,13.87,30.79,2,1,20.24,0,73.9,69.29,0.732,183.5,74.69,68.37,34.37,54.85,0,0,86.46,0,0,26.27,30.91,17.21,17,10,78.95,68.52,51.06,62.12,70.17,23.77,17.64,24.63
Israel,Middle East & North Africa,High income,ILS,9000000,Hebrew,2024,97.88,75.95,74.63,65.84,43.76,70.61,43.04,61.3,49.8,24.49,25.32,17.23,12.04,1.93,-10.11,27,64.58,1,50.85,67.62,53.12,1,1,0,11.92,45.14,0,1,16.9,0,67.02,66.96,10.051,215.9,62.64,63.62,37.95,76.4,6,1,59.5,1,0,35.22,32.61,32.92,10,13,44.08,52.37,63.22,59.95,54.11,26.42,17.0,24.7
Israel,Middle East & North Africa,High income,ILS,9000000,Hebrew,2025,99.0,75.15,93.33,66.53,39.56,82.15,69.33,50.26,35.77,25.29,10.62,15.4,7.88,6.19,-1.68,40,159.22,1,54.99,63.82,41.69,0,1,1,24.32,43.88,2,1,14.42,1,74.86,54.62,11.185,142.7,80.52,70.29,29.77,82.29,1,1,67.73,1,1,25.32,15.16,28.93,22,15,48.56,67.92,49.95,70.69,57.41,39.4,35.9,23.83
Turkey,Europe,Upper-middle income,TRY,85000000,Turkish,2022,37.65,28.75,26.53,20.73,11.07,26.68,23.03,20.37,18.68,15.99,36.82,5.9,4.97,1.36,-3.61,84,47.49,1,30.71,37.19,38.63,0,0,0,78.65,37.05,5,0,8.43,7,36.45,34.99,1.84,154.9,30.45,33.31,64.4,95.0,3,0,45.54,0,1,65.94,21.77,63.58,38,24,31.16,29.57,31.49,28.14,25.95,9.52,13.67,11.4
Turkey,Europe,Upper-middle income,TRY,85000000,Turkish,2023,40.83,28.57,36.95,21.65,8.23,33.53,27.61,14.55,13.33,13.28,62.74,4.37,3.8,1.29,-2.52,54,107.14,1,56.77,42.35,37.72,0,0,0,41.92,33.74,5,0,8.51,5,32.75,39.86,4.899,13.9,29.53,33.54,64.85,65.91,5,0,32.11,1,0,72.37,18.79,39.26,102,14,35.12,21.51,31.95,34.99,26.44,19.48,12.38,12.05
Turkey,Europe,Upper-middle income,TRY,85000000,Turkish,2024,42.16,27.89,33.07,24.51,18.28,37.86,16.88,24.04,17.81,17.5,62.83,8.91,1.55,2.85,1.29,73,184.02,1,50.61,43.16,28.29,1,1,0,65.91,23.16,4,1,15.21,9,39.06,26.88,2.218,126.5,31.58,30.12,65.84,71.51,35,1,28.43,0,0,63.66,22.39,58.17,73,1,53.42,17.93,21.67,31.14,31.93,13.9,7.96,13.87
Turkey,Europe,Upper-middle income,TRY,85000000,Turkish,2025,46.78,32.98,37.97,31.48,15.74,42.94,34.83,16.08,14.45,14.34,43.9,10.09,2.28,2.24,-0.04,145,227.46,1,46.54,48.79,18.86,1,0,1,30.05,41.36,11,1,6.17,0,35.98,45.41,3.023,63.7,41.43,29.53,73.93,87.03,53,0,31.1,1,1,61.53,15.07,47.3,15,67,34.72,28.38,23.7,36.2,30.83,22.84,9.75,15.42
Russia,Europe,Upper-middle income,RUB,144000000,Russian,2022,44.22,24.79,35.3,24.43,9.72,40.66,29.21,26.64,18.77,21.6,152.72,5.05,4.71,2.81,-1.9,136,82.13,1,38.87,41.04,36.97,0,0,0,94.58,36.9,10,1,3.03,3,40.76,41.9,2.536,97.5,32.56,50.94,38.6,93.01,15,0,56.86,1,0,57.62,14.52,59.05,145,29,47.28,26.65,35.99,27.34,28.54,17.26,10.7,12.82
Russia,Europe,Upper-middle income,RUB,144000000,Russian,2023,52.25,35.81,39.82,31.17,13.96,45.34,33.61,16.96,29.07,14.9,95.02,5.05,3.66,4.2,0.54,211,508.04,1,25.11,35.21,32.96,0,0,0,214.3,19.35,23,1,15.64,13,42.41,27.12,4.316,109.7,44.42,43.92,50.44,95.0,29,0,53.82,1,0,59.75,18.45,32.37,203,43,48.0,40.64,42.27,42.07,35.91,17.36,24.53,11.46
Russia,Europe,Upper-middle income,RUB,144000000,Russian,2024,61.37,51.18,43.61,41.75,32.47,46.76,35.88,22.26,32.5,21.86,128.12,6.61,8.2,5.06,-3.14,194,288.35,1,45.98,47.68,34.41,0,0,0,31.99,26.57,22,1,19.28,14,47.2,34.1,1.753,112.4,45.8,48.36,48.57,81.4,85,0,49.78,1,1,57.88,8.55,72.6,294,133,23.42,39.12,47.21,41.37,50.21,29.14,19.45,13.87
Russia,Europe,Upper-middle income,RUB,144000000,Russian,2025,64.49,51.76,44.22,41.69,28.68,54.47,36.27,35.52,25.84,20.85,254.97,10.61,5.02,2.57,-2.45,139,234.93,1,52.18,31.94,54.1,0,0,1,239.24,31.58,10,1,5.97,8,42.74,50.38,2.254,207.0,55.43,46.13,50.11,83.65,119,0,46.64,1,1,58.32,23.18,61.04,345,12,35.17,41.89,35.54,39.34,38.22,21.84,9.82,16.77
Poland,Europe,High income,PLN,38000000,Polish,2022,70.22,43.1,65.92,33.89,15.43,53.57,46.77,23.31,24.31,11.77,22.27,8.79,2.64,5.43,2.78,50,133.43,1,55.29,47.34,38.25,0,0,0,53.69,53.44,7,0,17.32,0,69.44,68.14,1.211,200.3,52.72,77.58,15.93,86.41,3,0,60.74,1,0,28.56,33.05,6.64,9,3,73.42,55.71,56.81,51.04,41.9,40.13,30.32,19.77
Poland,Europe,High income,PLN,38000000,Polish,2023,80.14,45.92,60.0,41.79,24.72,63.04,37.74,27.03,31.9,36.14,80.17,16.52,10.48,3.19,-7.29,71,107.06,1,54.42,58.98,47.39,0,0,0,42.66,46.0,11,1,20.94,4,68.61,49.32,6.311,154.4,60.74,71.83,25.45,79.74,1,0,56.64,1,0,28.44,33.9,23.5,20,20,44.22,44.77,56.78,53.76,63.6,27.98,14.2,22.93
Poland,Europe,High income,PLN,38000000,Polish,2024,82.35,62.03,72.38,40.51,36.6,68.12,47.13,25.36,46.73,14.12,54.31,6.91,6.46,4.48,-1.98,120,508.48,1,61.68,80.62,36.93,1,1,0,54.94,34.07,2,0,16.66,3,69.27,52.02,6.199,136.2,70.76,74.94,37.26,54.85,24,1,52.83,1,0,32.85,34.16,18.62,6,50,44.84,46.76,43.76,69.77,62.21,24.0,29.23,18.74
Poland,Europe,High income,PLN,38000000,Polish,2025,96.97,80.22,73.27,48.67,29.51,68.53,65.84,51.16,42.05,19.83,109.93,8.94,13.06,4.91,-8.14,173,180.45,1,69.22,66.36,62.2,1,0,1,22.88,70.69,10,1,21.74,4,68.91,46.56,13.047,135.4,74.26,76.15,23.45,59.9,4,1,58.02,1,0,34.79,33.43,9.43,91,7,45.36,56.95,79.79,76.79,79.95,34.65,29.54,21.91
Netherlands,Europe,High income,EUR,17000000,Dutch,2022,54.56,41.09,43.75,23.49,29.59,49.03,28.59,22.5,15.16,15.53,7.75,8.13,5.31,1.58,-3.73,11,25.42,1,41.78,56.62,19.99,0,0,0,10.21,69.67,3,1,21.96,1,45.51,74.38,0.716,254.8,44.73,84.42,14.3,79.18,7,0,45.36,1,0,50.03,12.73,20.91,26,12,65.92,35.18,45.81,44.54,36.71,32.8,11.82,18.93
Netherlands,Europe,High income,EUR,17000000,Dutch,2023,65.61,40.55,48.27,32.54,36.07,61.32,47.09,36.46,21.96,15.43,19.83,7.22,8.58,4.14,-4.44,23,41.87,1,72.77,64.89,36.72,0,0,0,3.98,65.91,3,1,21.09,3,50.28,54.44,4.8,239.1,49.94,91.84,5.0,72.62,6,0,53.7,1,0,40.6,27.43,26.07,3,18,61.07,47.24,52.38,47.88,43.28,35.72,29.49,19.96
Netherlands,Europe,High income,EUR,17000000,Dutch,2024,73.94,45.21,67.32,29.67,38.9,55.59,40.78,26.77,25.88,28.01,20.64,13.51,6.77,5.6,-1.17,21,81.33,1,72.76,72.51,39.62,1,0,0,18.68,84.24,0,1,12.52,2,45.82,49.07,8.899,136.6,46.47,90.4,8.71,73.03,4,0,84.72,1,1,61.84,47.11,30.36,52,18,61.92,49.96,50.68,47.28,58.87,45.71,21.5,24.42
Netherlands,Europe,High income,EUR,17000000,Dutch,2025,75.67,57.79,69.51,36.02,17.4,64.56,46.16,32.39,28.77,24.37,15.62,14.5,10.31,7.21,-3.1,25,56.16,1,66.36,56.27,50.95,1,1,1,32.36,62.25,1,1,22.88,0,46.21,40.47,13.143,178.3,51.64,86.39,8.61,42.07,1,0,71.29,1,0,54.45,30.78,19.12,64,2,57.0,49.41,44.15,47.33,48.72,38.26,27.22,23.1
Sweden,Europe,High income,SEK,10000000,Swedish,2022,58.04,48.46,49.11,34.48,16.85,50.16,29.59,24.1,19.15,10.73,14.39,5.94,3.53,2.04,-1.49,15,58.5,1,61.55,69.02,43.1,0,0,0,4.63,64.45,1,1,17.38,1,81.59,89.28,0.612,153.5,35.24,74.45,28.33,70.64,3,0,70.37,1,1,21.34,47.88,35.06,8,5,26.57,44.93,34.99,37.17,42.05,26.7,9.77,18.03
Sweden,Europe,High income,SEK,10000000,Swedish,2023,63.35,50.37,48.41,44.2,19.6,45.1,45.65,24.58,17.64,17.15,13.06,11.62,8.88,2.95,-5.93,16,63.09,1,57.79,72.03,60.22,0,0,0,4.57,45.88,2,1,10.7,0,84.33,91.55,10.158,170.3,52.19,76.28,24.42,59.8,2,0,46.29,0,0,8.6,45.43,45.5,22,0,57.15,31.75,49.64,44.35,55.01,27.64,30.69,21.35
Sweden,Europe,High income,SEK,10000000,Swedish,2024,72.9,40.26,53.1,45.38,26.76,53.21,37.45,24.57,26.42,26.44,17.62,6.31,4.18,7.25,3.08,20,48.42,1,68.59,61.56,50.07,1,0,0,9.42,58.52,2,1,17.2,1,92.3,81.12,5.958,236.1,64.35,81.1,24.99,74.57,8,1,59.76,1,0,2.39,26.79,21.95,12,4,57.5,50.68,38.39,60.36,46.6,29.58,28.71,19.76
Sweden,Europe,High income,SEK,10000000,Swedish,2025,74.73,62.59,54.16,52.04,30.07,59.47,54.82,31.9,30.34,14.05,10.37,11.03,6.66,3.23,-3.43,26,104.81,1,53.49,65.1,28.65,1,0,1,15.86,62.25,0,1,17.75,0,80.95,81.26,11.619,193.6,63.36,76.25,18.64,72.97,7,0,54.88,0,1,27.58,37.1,33.72,8,4,87.83,31.95,58.36,51.79,61.66,28.27,19.09,22.57
Norway,Europe,High income,NOK,5000000,Norwegian,2022,52.21,39.28,45.71,32.16,23.55,43.58,37.74,30.12,29.03,9.14,3.06,4.06,3.67,3.64,-0.03,4,15.8,1,58.72,49.77,60.07,0,0,0,6.01,61.73,1,1,18.6,0,71.59,77.89,0.649,104.6,46.35,47.14,44.09,77.47,0,0,43.24,1,0,30.27,17.3,25.58,8,0,46.38,32.11,32.8,40.01,34.88,14.14,20.54,15.53
Norway,Europe,High income,NOK,5000000,Norwegian,2023,62.03,39.56,57.66,35.62,14.63,47.75,30.16,26.77,21.0,20.24,7.1,6.77,5.87,3.09,-2.78,9,9.91,1,54.56,79.03,42.33,0,0,0,7.93,55.83,0,1,14.7,0,79.03,75.34,10.134,184.5,46.63,49.2,43.5,75.51,0,0,86.46,1,0,12.67,29.33,28.95,4,1,50.8,42.59,46.76,47.59,48.09,25.23,24.39,17.99
Norway,Europe,High income,NOK,5000000,Norwegian,2024,64.57,51.6,47.99,34.06,14.52,48.41,37.1,41.46,34.25,19.79,6.31,9.7,6.48,6.1,-0.38,9,24.52,1,72.31,71.86,36.0,1,1,0,7.3,56.54,1,1,16.49,0,75.19,83.21,7.589,258.9,46.85,49.23,52.99,54.57,0,0,81.5,1,0,12.9,30.41,25.63,8,1,59.72,49.54,39.67,54.68,44.06,33.61,29.79,20.58
Norway,Europe,High income,NOK,5000000,Norwegian,2025,65.25,54.57,59.5,27.08,33.6,48.01,37.92,37.89,24.8,25.62,10.23,10.72,4.64,2.37,-2.27,11,9.12,1,72.71,58.88,8.33,1,1,0,5.96,40.43,0,1,19.0,0,77.4,81.94,5.233,152.4,46.49,47.16,54.28,70.51,4,0,56.2,1,0,19.91,34.71,50.25,12,1,33.96,39.1,44.63,48.37,42.56,16.52,10.31,19.47
Denmark,Europe,High income,DKK,6000000,Danish,2022,65.04,36.57,56.13,32.52,34.4,59.73,44.88,23.54,26.53,24.02,5.56,5.72,3.29,1.51,-1.78,9,40.21,1,67.42,69.97,52.94,0,0,0,1.66,35.5,1,1,27.16,0,53.82,53.89,3.554,154.2,41.86,80.22,21.02,63.92,1,0,58.32,1,1,39.69,44.29,42.1,7,2,38.78,40.01,46.47,56.66,47.94,25.77,14.92,17.07
Denmark,Europe,High income,DKK,6000000,Danish,2023,75.75,45.13,69.52,45.14,20.63,66.23,32.86,46.7,44.0,26.85,5.07,7.46,10.16,1.79,-8.37,7,24.71,1,68.44,70.04,21.45,0,0,0,6.31,38.91,0,1,17.79,1,58.24,58.01,5.759,151.1,61.01,81.76,13.56,66.9,0,0,73.9,1,1,45.02,21.11,17.12,14,4,41.48,45.18,40.3,51.02,45.43,21.99,34.64,19.01
Denmark,Europe,High income,DKK,6000000,Danish,2024,84.17,63.11,56.28,56.87,35.07,73.8,37.06,54.48,32.19,27.39,8.07,7.75,5.81,4.57,-1.24,4,6.96,1,66.6,77.08,35.39,1,1,0,11.76,40.56,1,1,20.74,0,59.1,67.65,1.35,199.7,59.68,79.05,14.5,77.95,4,0,51.43,1,0,44.36,27.55,38.9,18,2,37.28,40.33,54.17,71.98,65.09,47.64,17.2,19.93
Denmark,Europe,High income,DKK,6000000,Danish,2025,93.92,61.77,63.4,41.08,48.99,76.96,49.96,43.92,25.58,19.35,14.92,8.78,3.74,2.65,-1.08,8,32.93,1,54.32,50.75,35.02,1,1,1,11.29,29.57,1,1,15.24,0,63.76,48.69,8.871,254.8,59.7,75.57,15.47,74.21,4,0,43.58,1,0,37.72,25.4,39.1,18,10,41.26,53.92,59.34,81.38,70.64,49.14,38.23,19.05
Finland,Europe,High income,EUR,5500000,Finnish,2022,49.82,29.52,45.41,34.13,22.54,42.66,20.85,17.82,22.31,8.38,3.08,9.25,5.76,1.25,-4.51,7,21.42,1,41.09,70.59,50.4,0,0,0,0.82,69.23,0,1,16.35,0,77.5,77.19,7.178,196.2,33.11,57.67,27.87,57.78,1,0,51.83,1,0,24.08,30.54,15.77,3,0,62.7,38.6,32.76,38.95,35.31,32.14,14.42,18.81
Finland,Europe,High income,EUR,5500000,Finnish,2023,55.04,38.14,43.06,26.35,20.43,49.93,34.93,28.81,29.89,16.33,6.3,11.48,2.69,1.06,-1.63,10,12.59,1,56.18,64.8,42.82,0,0,0,4.82,68.81,1,0,12.28,1,70.49,71.14,7.474,187.0,49.21,61.71,36.13,65.86,2,0,42.97,1,0,25.79,17.72,37.54,11,3,45.65,38.9,29.52,41.63,41.34,28.18,10.56,20.2
Finland,Europe,High income,EUR,5500000,Finnish,2024,62.85,42.21,51.98,38.43,23.85,55.0,30.81,30.03,29.49,22.02,4.34,10.71,8.3,4.61,-3.68,5,5.17,1,69.22,61.3,32.88,0,1,0,7.9,55.68,0,1,17.12,0,79.42,60.12,7.287,178.4,47.93,58.92,48.78,65.21,0,1,62.16,1,0,19.38,39.07,44.02,0,7,62.42,28.1,34.41,47.47,52.7,35.6,19.13,20.29
Finland,Europe,High income,EUR,5500000,Finnish,2025,67.5,44.16,52.58,39.83,19.56,61.38,34.69,40.5,27.22,11.46,5.33,9.48,8.55,1.92,-6.63,8,31.83,1,69.83,69.17,39.89,1,1,1,7.81,64.65,0,1,15.51,0,78.75,74.79,3.711,161.3,57.66,60.54,45.03,65.81,1,1,56.29,1,1,22.82,27.24,47.54,4,0,78.47,40.01,48.44,47.49,38.25,35.12,10.48,21.34
Switzerland,Europe,High income,CHF,8700000,German/French,2022,56.79,33.0,53.31,34.13,29.53,50.98,33.36,36.14,26.4,15.21,8.38,11.45,6.71,3.99,-2.73,8,28.63,1,62.88,54.22,33.28,0,0,0,3.85,59.92,2,0,17.81,1,66.18,69.6,5.857,213.3,38.81,64.38,35.32,61.85,2,0,49.4,1,1,30.84,30.85,33.68,10,4,58.01,35.76,31.72,38.93,48.11,18.04,9.36,20.29
Switzerland,Europe,High income,CHF,8700000,German/French,2023,76.48,54.01,50.61,52.99,15.4,65.27,51.1,42.38,22.28,32.35,13.81,7.33,8.28,2.64,-5.64,22,26.47,1,67.91,66.67,42.46,0,0,0,2.01,77.53,0,1,18.91,0,63.21,70.99,0.796,204.9,67.3,71.25,32.69,71.55,0,0,60.51,1,0,41.6,29.12,32.46,10,2,54.65,51.36,40.9,47.94,66.61,31.52,23.06,20.75
Switzerland,Europe,High income,CHF,8700000,German/French,2024,84.56,53.34,56.96,48.04,22.42,72.52,52.07,34.86,37.2,15.49,15.11,16.63,10.66,6.11,-4.55,22,34.82,1,62.4,57.05,52.79,1,1,0,4.94,59.36,1,1,19.59,1,66.79,67.4,4.322,135.3,68.33,72.22,29.39,65.78,7,0,75.39,0,0,33.36,31.21,19.99,22,6,44.55,41.42,63.4,55.51,57.29,26.88,20.86,24.5
Switzerland,Europe,High income,CHF,8700000,German/French,2025,75.46,46.96,62.66,39.05,35.51,59.39,31.33,26.11,34.95,13.92,15.9,7.74,9.19,1.85,-7.33,8,27.4,1,69.58,67.19,31.08,1,1,0,23.08,55.97,0,1,8.75,0,60.6,58.79,9.232,222.2,56.42,61.77,45.47,75.81,2,1,59.63,1,0,36.78,22.28,28.68,32,14,32.33,32.67,49.96,50.35,63.94,45.85,20.81,19.04
Austria,Europe,High income,EUR,9000000,German,2022,63.69,53.01,41.52,40.45,30.8,50.97,32.92,39.69,17.16,25.79,7.08,7.56,2.87,4.4,1.52,10,35.48,1,50.33,64.7,48.64,0,0,0,4.26,62.56,2,1,22.15,1,62.04,53.46,6.391,179.3,41.43,81.35,17.81,62.36,1,0,61.4,1,0,33.5,37.23,29.13,9,8,58.07,30.61,42.39,55.84,51.99,40.19,21.91,18.67
Austria,Europe,High income,EUR,9000000,German,2023,73.47,41.3,68.44,36.45,37.44,69.76,53.22,43.64,29.19,22.01,8.47,14.3,7.95,6.94,-1.01,11,14.46,1,55.43,46.18,53.41,0,0,0,10.14,73.78,2,1,16.21,1,62.3,54.43,9.557,189.4,55.86,82.18,23.33,60.5,6,0,65.9,1,0,40.63,32.08,5.56,20,6,57.12,36.75,42.39,52.19,55.29,22.72,26.45,22.87
